,price_numeric,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,availability_rate,occupancy_proxy,weekend_availability_rate,weekday_availability_rate,accommodates,bathrooms,bedrooms,beds,amenities_count,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,detailed_review_count,unique_reviewer_count,detailed_reviews_last_365d,avg_reviews_per_year,estimated_revenue_proxy,neighbourhood_median_price,neighbourhood_avg_occupancy_proxy
accommodates,0.525068089223508,0.04758121048735663,-0.03496295294148903,-0.07346091579845675,-0.07580633895720894,0.0024941516437662083,0.001982474770418119,-0.001982474770418119,-0.0008998484827445202,0.0010811191258205627,1.0,0.3306563490588179,0.7978020399819612,0.8213685145428077,0.20193640142226946,-0.02377133689480217,-0.08587383070733795,-0.06775929021151487,-0.043092850491514276,-0.03496295294148903,-0.034610991525775056,-0.01785177440783508,-0.07361550390938,0.36285486650503357,-0.09715002101441397,0.018476160484774937
bathrooms,0.3138994482394164,0.09776916830677687,0.01389608511593007,-0.15864882889227624,-0.09432344066388439,-0.08639124850586966,-0.08529647598244991,0.08529647598244991,-0.08462075792373215,-0.08545196894501808,0.3306563490588179,1.0,0.4506403604096558,0.33972641855001506,0.2764047484003262,0.06378660238892793,0.031885129005346534,-0.008027638212830668,0.0642846609557982,0.01389608511593007,0.013749090387862626,-0.08215340961539672,-0.15969064119040816,0.2442035800881325,-0.03169417976179117,0.014668041620681489
bedrooms,0.516669047518624,0.11910964426529526,-0.03636295961826766,-0.13196689548851945,-0.1063081403483549,-0.03061665265891513,-0.0310048286590908,0.0310048286590908,-0.03474038888392656,-0.0318118257082819,0.7978020399819612,0.4506403604096558,1.0,0.7684910301215118,0.21725181805608626,0.02172997338544569,-0.03964527578116807,-0.05096856259596251,0.014063475861407736,-0.03636295961826766,-0.03638676160858349,-0.06536043700918628,-0.13225230901089277,0.3983121299087458,-0.11510969855713712,0.032206639630698065
beds,0.4242463386300308,0.05657001622839811,-0.012076968699356951,-0.1049759286974065,-0.03550399874277334,-0.07237758483458856,-0.07335126909840396,0.07335126909840396,-0.07701324880639751,-0.07148835257958248,0.8213685145428077,0.33972641855001506,0.7684910301215118,1.0,0.2308405028430096,-0.041753754590813416,-0.09309915135265397,-0.0804188648081937,-0.03531209300944919,-0.012076968699356951,-0.011956656698760507,-0.05543784224647524,-0.10716576128982216,0.30513812211661656,-0.10227121169248662,0.004520797739398322
amenities_count,0.2715465833187348,0.07390468144745443,0.18869204122504754,0.014208218518787072,-0.1217193235190278,-0.04264281433861101,-0.042703403487863785,0.042703403487863785,-0.044822389860652616,-0.043569060249992214,0.20193640142226946,0.2764047484003262,0.21725181805608626,0.2308405028430096,1.0,0.10839971877474441,0.08491947282245212,4.946519221941379e-05,0.08483795444029414,0.18869204122504754,0.18850155462109813,0.12442345360607354,0.012825567656422107,0.24819244768804477,-0.009606944485787194,0.03696679140651396
review_scores_rating,0.2661197141888834,0.1856436599214469,-0.40855329173050176,-0.2354625187324723,-0.2633910017805175,-0.13915268854006982,-0.1391542607230285,0.1391542607230285,-0.13559303988988045,-0.14059586025364829,-0.02377133689480217,0.06378660238892793,0.02172997338544569,-0.041753754590813416,0.10839971877474441,1.0,0.6643012659422518,0.4422788835562279,0.633665398993805,-0.40855329173050176,-0.4088663020104923,-0.19698996353980897,-0.23056337985230416,0.23877360716579363,0.04833789475225683,0.09831172931912234
review_scores_cleanliness,0.1629881226259377,0.1055190119311633,-0.2897837811909317,-0.11469927822943031,-0.1390536783110647,-0.054566164481046314,-0.05456109266989122,0.05456109266989122,-0.052746619428569674,-0.055416458159393875,-0.08587383070733795,0.031885129005346534,-0.03964527578116807,-0.09309915135265397,0.08491947282245212,0.6643012659422518,1.0,0.3753740612034398,0.5651717257393095,-0.2897837811909317,-0.29024708505082736,-0.10029710972792981,-0.11125597689446477,0.13224998430654322,0.04400160803733196,0.04532268003390935
review_scores_location,0.27583790812341924,0.08662786169379805,-0.30060436099917714,-0.10210555739008353,-0.11519807263096349,-0.005484742777713369,-0.005553934806499063,0.005553934806499063,-0.00484572002239542,-0.006636910605976372,-0.06775929021151487,-0.008027638212830668,-0.05096856259596251,-0.0804188648081937,4.946519221941379e-05,0.4422788835562279,0.3753740612034398,1.0,0.44400567933463475,-0.30060436099917714,-0.3008519738589319,-0.07087196356977,-0.09862155787408294,0.1601865248766412,0.2909535891290639,-0.19380908542787537
review_scores_value,0.15489638843402398,0.1344807439313574,-0.2139734810368334,-0.11484742256200445,-0.19024216055367518,-0.11940955582777102,-0.11931667714430128,0.11931667714430128,-0.11994007812173758,-0.12005831427773919,-0.043092850491514276,0.0642846609557982,0.014063475861407736,-0.03531209300944919,0.08483795444029414,0.633665398993805,0.5651717257393095,0.44400567933463475,1.0,-0.2139734810368334,-0.2143608068987481,-0.08997363569579586,-0.11129390421070594,0.17788551711837608,0.034074292998596274,0.05052087559258525
detailed_review_count,-0.2501821372672712,-0.2221037771716374,1.0,0.6315614563764415,0.14568707028831246,0.10587563766399544,0.10666513083284601,-0.10666513083284601,0.09669999507818147,0.10749833583266896,-0.03496295294148903,0.01389608511593007,-0.03636295961826766,-0.012076968699356951,0.18869204122504754,-0.40855329173050176,-0.2897837811909317,-0.30060436099917714,-0.2139734810368334,1.0,0.9999258214495397,0.6297397050380528,0.6222054785215695,-0.1170387929032964,0.0005752843557402229,-0.11067266757938177
