total_listings,total_known_hosts,total_neighbourhoods,avg_listing_price,median_listing_price,avg_availability_rate,avg_occupancy_proxy,listings_with_reviews,listings_without_reviews,total_detailed_reviews,avg_review_score,total_estimated_revenue_proxy,listings_missing_or_invalid_price
10465,9104,22,344.24,287.0,0.2615,0.7385,9432.0,1033.0,545162.0,4.85,464174714.0,3994.0
